0.000910 -0.002860
0.007170 -0.006820
0.018900 -0.010170
0.035960 -0.012650
0.058270 -0.014250
0.085690 -0.015000
0.118000 -0.015020
0.154900 -0.014410
0.195990 -0.013290
0.240830 -0.011770
0.288920 -0.009980
0.339680 -0.008040
0.392520 -0.006050
0.446790 -0.004100
0.501820 -0.002280
0.556940 -0.000650
0.611470  0.000740
0.664720  0.001860
0.716020  0.002680
0.764750  0.003200
0.810270  0.003420
0.852020  0.003370
0.889440  0.003070
0.922050  0.002580
0.949420  0.001960
0.971180  0.001320
0.987050  0.000710
0.996740  0.000210
1.000000  0.000000
