0.000000 0.000000
0.000500 -0.004670
0.001000 -0.005942
0.002000 -0.007811
0.004000 -0.010513
0.008000 -0.014286
0.012000 -0.016973
0.020000 -0.020272
0.030000 -0.022606
0.040000 -0.024521
0.050000 -0.026045
0.060000 -0.027128
0.080000 -0.028459
0.100000 -0.029379
0.120000 -0.029963
0.140000 -0.030240
0.160000 -0.030255
0.180000 -0.030049
0.200000 -0.029666
0.220000 -0.029145
0.240000 -0.028518
0.260000 -0.027816
0.280000 -0.027070
0.300000 -0.026308
0.320000 -0.025556
0.340000 -0.024818
0.360000 -0.024087
0.380000 -0.023361
0.400000 -0.022634
0.420000 -0.021904
0.440000 -0.021171
0.460000 -0.020435
0.480000 -0.019699
0.500000 -0.018962
0.520000 -0.018226
0.540000 -0.017491
0.560000 -0.016757
0.580000 -0.016023
0.600000 -0.015289
0.620000 -0.014555
0.640000 -0.013821
0.660000 -0.013086
0.680000 -0.012351
0.700000 -0.011617
0.720000 -0.010882
0.740000 -0.010148
0.760000 -0.009413
0.780000 -0.008679
0.800000 -0.007944
0.820000 -0.007210
0.840000 -0.006475
0.860000 -0.005741
0.880000 -0.005006
0.900000 -0.004272
0.920000 -0.003537
0.940000 -0.002803
0.960000 -0.002068
0.970000 -0.001701
0.980000 -0.001334
0.990000 -0.000967
1.000000  0.000000
