1.000000  0.000000
0.996770  0.000430
0.987290  0.001800
0.971980  0.004230
0.951280  0.007630
0.925540  0.011840
0.895100  0.016790
0.860350  0.022420
0.821830  0.028660
0.780070  0.035400
0.735670  0.042490
0.689220  0.049750
0.641360  0.056960
0.592720  0.063900
0.543940  0.070200
0.495490  0.075460
0.447670  0.079360
0.400770  0.081730
0.355050  0.082470
0.310780  0.081560
0.268130  0.079080
0.227420  0.075290
0.189060  0.070370
0.153450  0.064480
0.120940  0.057750
0.091850  0.050330
0.066430  0.042380
0.044930  0.034080
0.027480  0.025620
0.014230  0.017260
0.005190  0.009310
0.000440  0.002340
